UnixTime,temperature,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:10MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:80MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:120MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:180MTR
1715302800,0.3,9,9.8,9,7.6
1715306400,0.2,9.2,9.8,8.8,7.3
1715310000,-0.3,7.8,8.5,7.6,6.3
1715313600,-0.4,8.8,9.6,8.8,7.2
1715317200,-0.1,8.2,8.2,6.6,4.7
1715320800,1.6,4.9,4.9,4.3,3.8
1715324400,3.1,1.5,1.5,1.4,1.1
1715328000,4.2,3.8,3.8,3.3,3.3
1715331600,5.2,9.4,9.7,9.4,8.9
1715335200,6.4,10.5,10.7,10.5,9.9
1715338800,7,11.5,11.2,11,10.5
1715342400,7.3,15.3,15.8,15.5,15.3
1715346000,7.7,15.3,16,16,15.7
1715349600,7.5,18.7,20,19.9,19.6
1715353200,7.7,17.6,18.6,18.4,18.1
1715356800,7.3,15.5,16.8,16.8,16.6
1715360400,6.5,14,15.5,15.8,15.8
1715364000,4.9,8.9,10,10.1,9.8
1715367600,3.6,5.2,6.8,6.8,6.5
1715371200,2.9,5.6,7.2,7.2,7.1
1715374800,2.7,3.3,4.1,4.7,5.2
1715378400,2.4,5.3,4.7,4.2,4.1
1715382000,2,7,6.6,5.8,4.7
1715385600,2.4,3.6,4,4,3.4
1715389200,2.4,5.9,6.3,5.5,5
1715392800,2.2,5.9,5.8,5,4
1715396400,1.7,6.3,6.7,5.8,4.7
1715400000,1.6,5.5,5.1,4.2,3.6
1715403600,1.9,6.4,5.8,4.3,3.3
1715407200,3.6,2.9,3.3,2.9,2.7
1715410800,4.9,2.7,2.6,2.6,2.3
1715414400,5.7,7.7,7.9,7.7,7.4
1715418000,6.5,11.1,11.3,11.1,10.8
1715421600,7.6,12.2,12.7,12.2,11.9
1715425200,8,13.4,13.6,13.6,13.3
1715428800,8.2,14.3,14.8,14.8,14.3
1715432400,7.8,16.6,18,18,17.8
1715436000,7.5,17.8,19.5,19.5,19.6
1715439600,7.4,16.8,18.7,18.8,18.7
1715443200,6.8,15.1,16.8,17.1,16.9
1715446800,6.3,10.5,11.6,11.9,12.1
1715450400,5.3,9.2,10.5,10.7,10.4
1715454000,4,6.5,7.2,7.3,7.3
1715457600,3.8,5,5.8,6,6.1
1715461200,3.7,4,4.7,4.7,4.6
1715464800,3.3,3.9,4.4,4.3,4.5
1715468400,3.1,3.2,2.2,2.2,2.3
1715472000,2.6,5.5,4.8,3.8,3.1
1715475600,2.3,5.3,3.8,2.5,1.6
1715479200,2.2,6.4,5.4,3.7,2.4
1715482800,1.9,5.5,3.4,1.9,1.1
1715486400,1.7,6.2,4.6,3.1,1.6
1715490000,2.1,6.3,5.1,3.4,1.8
1715493600,3.9,3.7,3.4,2.6,2.2
1715497200,5.3,4,4.1,4.1,4.2
1715500800,6.1,6.8,7.4,7.6,7.7
1715504400,6.7,9.9,10.5,10.6,10.5
1715508000,7.3,13.1,14,14.2,14
1715511600,7.2,13.8,14.2,14,13.8
1715515200,6.5,13.2,14,14.1,13.8
1715518800,6.1,13.7,14.9,14.9,15
1715522400,7.6,19.5,21.2,21.4,21.3
1715526000,7.2,20.8,23.6,23.8,23.7
1715529600,6.4,18.4,20.9,21.2,21.6
1715533200,5.3,12,13.4,13.7,13.7
1715536800,4.4,5.9,6.6,6.5,6.5
1715540400,3.4,4.1,4.6,4.6,4.7
1715544000,2.6,3.8,4.9,5,5.2
1715547600,2.2,0.8,1.5,1.4,1.1
1715551200,1.9,3.6,5.1,5,5.3
1715554800,1.8,7.2,10.1,9.9,10.4
1715558400,0.7,6.8,6.5,5.8,5.5
1715562000,0.7,8.4,10.1,9.1,8.8
1715565600,1,7.2,9,8.4,8.1
1715569200,1.3,9,11.8,11.3,10.8
1715572800,0,12.3,14.7,14.5,13.8
1715576400,0.7,10.4,12.9,13.5,13.7
1715580000,0.9,11,12.8,13,13.2
1715583600,1.9,6.8,7.5,7.5,7.5
1715587200,3.7,2,2.3,2.6,2.4
1715590800,4.5,6.4,7,6.8,6.9
1715594400,5.6,7.1,7.3,7.4,7.7
1715598000,5.8,10,10.3,10.2,10.1
1715601600,4.4,10.8,11.8,11.6,11.6
1715605200,5.4,10.5,11.4,11.3,11.2
1715608800,5.5,13,14,14.4,14.8
1715612400,4.5,13.2,15,15.8,16.4
1715616000,4.8,11.3,12.8,12.9,13.4
1715619600,4,8,9,9,9.5
1715623200,3.4,7.2,7.9,8,8.4
1715626800,2.5,3.3,3.7,3.9,4
1715630400,2.1,2.2,1.5,1.1,0.5
1715634000,1.6,3.9,4.4,4.3,4.3
1715637600,1.3,7,9.9,9.1,8.3
1715641200,1.3,8,10.8,10.4,9.8
1715644800,1.1,10.3,13.9,13.4,13
1715648400,1.3,10.7,14.3,14.5,14.4
1715652000,1.5,7.9,11.9,12,12.1
1715655600,1.7,8.7,12.1,12.6,13.2
1715659200,1.5,10.1,13.8,14.4,14.8
1715662800,1.7,8.3,10.8,11.4,12.1
1715666400,1.8,10.9,13.5,13.8,14.5
1715670000,2.3,13.8,16.4,17.2,17.9
1715673600,2.6,12.6,14.8,15.6,16.3
1715677200,2.9,13.1,15.4,16.2,16.9
1715680800,2.3,14.5,16.9,17.6,18
1715684400,2.7,14.2,16.9,17.7,18
1715688000,2.4,11.7,14,14.8,15.5
1715691600,2.2,16.9,20.7,21.9,22.7
1715695200,2.1,16.3,19.5,20.6,21.7
1715698800,2,15.5,19,20.1,21.3
1715702400,1.4,15.9,19.6,20.7,22.1
1715706000,1.4,15.7,19.7,21.1,22.4
1715709600,1.2,21.8,27.1,28.7,30.1
1715713200,0.9,24.1,29.6,31.2,33.1
1715716800,0.9,22.8,28.2,30.1,31.7
1715720400,1,22.3,28.2,30.1,31.8
1715724000,0.8,27.6,34.3,36.4,38.6
1715727600,0.7,18.5,23.2,24.6,26.1
1715731200,0.2,11.3,15.6,17.1,18.7
1715734800,-0.7,17.4,22.5,24.2,25.6
1715738400,-0.4,15.3,19.8,21.3,22.7
1715742000,0.5,13.7,18.7,20.5,22
1715745600,0.3,10.9,14.9,15.9,17.4
1715749200,0.4,9.6,12.9,14,14.7
1715752800,0.9,9.4,11.6,12.1,13.1
1715756400,1.4,6.9,8,8.4,9.2
1715760000,2.1,5.8,7.2,7.6,8.3
1715763600,2.5,8,9.2,9.6,10.5
1715767200,3.4,11,12.1,12.4,12.9
1715770800,2.6,9.7,10.5,10.5,11
1715774400,-1,10,14,15.2,16
1715778000,2.5,12.5,14,14.5,15
1715781600,2.4,11.5,12.9,13.5,14.2
1715785200,1.1,14.8,17.7,18.7,20.1
1715788800,0.2,5.4,6.2,6.5,6.8
1715792400,0.7,6.8,8.4,9.7,10.5
1715796000,0.6,3.3,3.2,3.3,3.4
1715799600,-0.8,7.3,9.8,10.1,10.1
1715803200,-0.6,8.7,11.7,13,14
1715806800,-0.4,7.9,10.1,11.3,12.4
1715810400,-0.6,6.4,8.3,9.1,10
1715814000,-0.8,5.6,7.2,8.1,9.2
1715817600,-1,5.7,7.7,8.5,9.2
1715821200,-1.3,4.1,5.4,5.9,6.5
1715824800,-1.5,2.9,4.2,4.9,5.7
1715828400,-1.6,4,5.8,6.2,6.9
1715832000,-1.5,6.1,7.9,8.3,8.6
1715835600,-1.4,6.5,8.3,8.7,9
1715839200,-1.1,6.5,7.6,7.9,8.3
1715842800,0.4,3.6,4,4,4.3
1715846400,1.1,4.5,5.3,5.6,6
1715850000,1.8,7.4,8.4,8.7,8.9
1715853600,2.7,7.7,8.7,8.9,9.4
1715857200,2.2,10.6,12.2,12.6,13
1715860800,1.4,10.7,12.2,12.9,13.2
1715864400,1.5,9.7,10.9,11.1,11.4
1715868000,2,9.7,10.9,11,10.8
1715871600,1.4,8.7,10,10,9.9
1715875200,1,7.6,8.5,8.6,8.8
1715878800,0.4,8.3,9.4,9.4,9.5
1715882400,-0.4,8.7,9.7,9.7,9.7
1715886000,-1.2,7.8,8.6,8.8,8.6
1715889600,-1.5,7.2,8.2,8.1,8.4
1715893200,-1.8,6.6,6.9,6.9,6.9
1715896800,-2.1,6.6,7.2,7.4,7.8
1715900400,-2.4,6.6,7.6,8.1,8.4
1715904000,-2.7,6,7,7.1,7.4
1715907600,-3,5.2,5.8,6.2,6.8
1715911200,-3.2,5.4,6.6,7.1,7.9
1715914800,-3.3,4.4,5.7,6.4,7.1
1715918400,-3.5,4.6,5.9,6.4,6.6
1715922000,-3.3,3.9,4.8,5.5,5.9
1715925600,-1.6,3.2,4.3,4.8,5.2
1715929200,0.1,3.4,4.1,4.1,4.1
1715932800,1.8,4.7,5.3,5.3,5.2
1715936400,2.9,6.6,7.3,7.2,7.2
1715940000,3.6,8.9,9.9,9.9,9.4
1715943600,4.1,10.5,11.4,11.4,11.3
1715947200,4.9,11.9,13.2,13.1,12.7
1715950800,4.8,12.2,13.9,13.8,13.4
1715954400,4.4,11.9,13.6,13.8,13.8
1715958000,3.8,11.4,13.2,13.5,13.4
1715961600,3,10.7,12.1,12.4,12.3
1715965200,2.1,9.7,10.7,11,10.9
1715968800,1.2,8.2,9.3,9.3,9.2
1715972400,0.6,6.6,7.4,7.8,7.7
1715976000,0.1,4.7,5.5,6.2,6.3
1715979600,-0.4,2.9,3.7,4.4,4.8
1715983200,-0.8,1.6,1.8,2.6,3.1
1715986800,-1.3,1.1,1.5,1.5,1.8
1715990400,-1.5,1.8,2.5,1.8,1.5
1715994000,-1.7,1.8,2.6,1.5,0.8
1715997600,-1.7,1.6,1.9,0.8,0
1716001200,-1.4,1.5,1.5,0.5,0.8
1716004800,-0.9,1.4,1.4,1,1.1
1716008400,-0.1,1.1,1.4,1.5,1.4
1716012000,0.9,0.8,1.1,1.6,1.8
1716015600,2.4,0.7,0.7,1.8,2.3
1716019200,4.1,1.8,2.3,2.5,3.1
1716022800,5.5,3.7,4.7,4.7,4.9
1716026400,6.5,7.4,9,8.7,8.9
1716030000,7.1,12.1,13.7,13.8,13.9
1716033600,7.5,14.7,16.6,16.8,16.8
1716037200,7.7,14.2,16.1,16.3,16.4
1716040800,7.5,11.9,13.5,14,13.9
1716044400,7.2,9.5,11.1,11.3,11.5
1716048000,6.6,7.7,9.3,9.7,9.9
1716051600,5.8,6.6,8.2,8,8.1
1716055200,5.1,5,6.2,5.9,6
1716058800,4.6,1.8,2.5,2.6,2.9
1716062400,4.2,4.8,5.6,5.6,5.6
1716066000,3.8,8.4,9.7,9.7,9.5
1716069600,3.4,9.5,11.3,11.3,11.1
1716073200,3.1,9.2,11,11,10.8
1716076800,2.9,9,10.8,10.8,10.8
1716080400,2.8,9.1,10.7,10.7,10.7
1716084000,2.7,9,10.3,10.3,10.3
1716087600,2.8,8.9,10,10,10
1716091200,3,8,9.2,9.2,9.2
1716094800,3.3,7.2,7.9,8.2,8.2
1716098400,3.5,6.6,7.3,7.6,7.6
1716102000,2.7,12.2,14.1,14.4,14.8
1716105600,3.5,12.2,14,14.4,14.8
1716109200,4.1,12.2,13.7,14,14.4
1716112800,4.2,12.2,13.7,14,14.4
1716116400,4,12.2,13.7,14,14.4
1716120000,3.8,12.3,13.7,14.1,14.4
1716123600,4,12.3,13.7,13.7,14.1
1716127200,4.2,11.9,13.3,13.7,14.1
1716130800,4.2,11.9,13.3,13.3,13.7
1716134400,3.8,11.9,13.3,13.3,13.7
1716138000,3.2,11.5,13.3,13.3,13.7
1716141600,2.7,11.2,13,13.3,13.7
1716145200,2.3,10.8,12.6,13,13.3
1716148800,2,10.1,11.9,12.2,12.2
1716152400,1.7,9.4,11.2,11.5,11.5
1716156000,1.4,8.7,10.1,10.4,10.8
1716159600,1.1,7.6,9.4,9.4,9.7
1716163200,0.8,6.9,8.4,8.4,8.7
1716166800,0.4,6.6,7.7,7.7,7.7
1716170400,0.1,6.2,7.4,7.1,6.8
1716174000,0.1,5.6,6.5,6.2,5.6
1716177600,0.3,4,4.7,4.6,4.1
1716181200,0.8,2.4,3.4,3.3,3.6
1716184800,1.5,3.1,3.9,4.3,5
1716188400,2.7,4.4,5.2,5.5,6.2
1716192000,4.2,5.6,6.2,6.5,6.5
1716195600,5.3,6.6,7.1,7.4,7.2
1716199200,5.7,7.7,8.4,8.4,8.1
1716202800,5.7,9,9.7,9.9,9.3
1716206400,5.5,9.8,10.5,10.6,10.3
1716210000,5.2,10,10.6,10.8,10.5
1716213600,4.6,9.6,10,10.2,10
1716217200,4,9.1,9.6,9.7,9.8
1716220800,3.2,9.3,9.8,9.9,10
1716224400,2.4,9.3,10,10.1,10.2
1716228000,1.6,9.3,10,10.1,10.1
1716231600,1.1,8.2,9,9.1,9.1
1716235200,0.7,6.8,7.6,7.8,7.9
1716238800,0.3,6.2,7,7.1,6.9
1716242400,-0.1,6.2,7.3,7.4,7.2
1716246000,-0.4,6.7,8,8,8.1
1716249600,-0.1,3.6,4.2,4.7,5.4
1716253200,-0.2,4.4,5.6,5.9,6.1
1716256800,-0.9,1.5,2.3,3.8,4.8
1716260400,-1.1,2.4,4.6,5.6,6.6
1716264000,-1.2,4.7,6.9,7.6,7.9
1716267600,-0.7,4.8,7.1,8.2,8.9
1716271200,-0.1,8,8.7,8.9,8.7
1716274800,0.6,9.2,9.4,9.4,9.2
1716278400,1.4,11.5,11.8,11.8,11.5
1716282000,2.1,13.8,14.6,14.4,14.2
1716285600,2.5,14.5,15,15.1,14.8
1716289200,3.5,14.5,15.3,15.1,15.2
1716292800,3.3,17.8,19.6,19.6,19.4
1716296400,2.2,9.4,9.8,9.7,9.7
1716300000,2.3,13.2,14.9,15.2,15.6
1716303600,2,12.5,13.7,14.2,14.8
1716307200,2,13.8,15.8,16.2,16.6
1716310800,1.5,11.7,13.2,13.6,13.9
1716314400,1.2,11.7,13.3,13.6,13.9
1716318000,0.4,8.9,10.3,10.7,10.9
1716321600,0.2,8.7,10.7,11.3,12
1716325200,-0.3,8.4,10.5,11.5,12.2
1716328800,-0.5,6.5,7.6,8.1,8.4
1716332400,-0.8,4.7,6,6.3,6.5
1716336000,-0.7,7,8.9,9.2,9.9
1716339600,-1,5.6,7.9,8.7,9.4
1716343200,-1.2,2.3,4.3,5.1,5.9
1716346800,-1.2,4.3,5.9,6.3,6.7
1716350400,-1.4,1.8,3.3,4.1,5.4
1716354000,-1.3,0.4,3.2,4,5.2
1716357600,0.2,2.1,2.3,2.3,2.8
1716361200,1.2,5.1,5.1,4.8,4.6
1716364800,1.8,6.4,6.4,6.4,6.2
1716368400,2.1,7.9,7.9,7.9,7.4
1716372000,2.8,10.7,10.4,10.2,9.4
1716375600,2.7,10.6,10.8,10.2,10
1716379200,3.6,13,13.6,13.6,13.2
1716382800,4.1,20,21.7,21.8,21.6
1716386400,4.1,18.6,20.3,20.6,20.6
1716390000,3.3,18.5,21,21.3,21.3
1716393600,3,16.1,18.3,18.1,18.3
1716397200,2.5,13.7,15.4,15.7,15.7
1716400800,1.8,10.5,11.4,11.7,12
1716404400,0.5,4.4,5.4,5.6,5.6
1716408000,-0.4,3.4,3.7,3.3,3.4
1716411600,-0.4,1.1,1.6,2.6,3.6
1716415200,-0.6,0.8,2.4,2.9,3.4
1716418800,-0.8,1,1.1,1.8,2.2
1716422400,-1.1,0.8,1.4,1.8,2.5
1716426000,-1.2,0.4,1.5,2.1,2.7
1716429600,-1.6,2.9,5,5.5,6
1716433200,-1.6,0.8,1.8,2.3,2.8
1716436800,-1.7,0.4,2.3,3.1,4.1
1716440400,-1.9,3.1,3.3,4,4.7
1716444000,-0.7,3.7,4,3.9,3.5
1716447600,-0.1,7.2,7.6,7.4,7.4
1716451200,-0.5,10.1,11,11.3,10.9
1716454800,-0.1,8.7,9.2,9.2,9.1
1716458400,0.7,8.5,8.7,8.4,8.1
1716462000,0.8,11.2,12,11.7,11.5
1716465600,1.5,18.9,21.1,21.2,21.1
1716469200,0.5,12,13.4,13.6,13.8
1716472800,1.6,13.4,14.1,14.1,13.8
1716476400,1.3,9.7,10.2,10.1,9.8
1716480000,1.2,12.1,12.8,13,12.5
1716483600,0.7,8.8,9.5,9.4,9.2
1716487200,0.3,6.9,7.3,7.2,7.4
1716490800,-0.3,5.2,5.7,5.4,5.4
1716494400,-0.8,2.3,2.6,2.2,3
1716498000,-1,2.7,1.8,1.5,1.5
1716501600,-1.8,3.8,2.2,1.6,2.5
1716505200,-1.5,1.8,2.4,3.1,3.6
1716508800,-2.2,5.1,4,4.1,4.4
1716512400,-2.4,5,4.7,4.3,4.6
1716516000,-2.2,1.6,1.1,1.6,2.4
1716519600,-2.8,5.4,5.4,4.2,4.3
1716523200,-2.9,5.5,6.2,6.8,7.2
1716526800,-2.3,3.3,2.9,3.1,4.1
1716530400,-1.3,5.6,6.1,6.3,6.3
1716534000,-0.5,5.4,5.6,5.4,5.4
1716537600,0.8,11.6,12.3,12.6,12.5
1716541200,1.2,10,10.6,10.5,10.7
1716544800,1.8,12.6,13.2,13,13.2
1716548400,1.9,13.9,14.8,14.6,14.5
1716552000,3.1,17.2,18.6,18.5,18.4
1716555600,3.2,14.7,15.3,15.6,15.6
1716559200,2.2,12.1,13.2,13.3,13.3
1716562800,2.1,9.4,10.5,10.6,10.6
1716566400,1.4,7.2,7.6,7.6,7.6
1716570000,0,1.8,1.8,2.4,3
1716573600,-1.2,2.1,3.3,4.3,5.4
1716577200,-1,1.1,1.3,2.1,2.6
1716580800,-1.6,1.5,2.5,3.3,3.7
1716584400,-1.2,0.5,2.3,3.6,4.7
1716588000,-0.9,2.6,4.3,5.1,5.7
1716591600,-1.5,1.4,2.3,2.7,3.2
1716595200,-1.9,0.7,0.5,0.5,1.1
1716598800,-2.3,4,4,3.7,3.7
1716602400,-2.7,4,3.7,3.1,3.4
1716606000,-2.8,4.7,3.6,3.2,3.3
1716609600,-2.7,3.1,1.3,0,1.1
1716613200,-2.3,2.8,1.4,1.3,1.9
1716616800,-0.9,1.8,1.8,1.8,1.4
1716620400,0.3,3.2,3.2,2.9,2.7
1716624000,1.2,5.4,5.4,4.9,4.7
1716627600,2.1,6.9,6.9,6.8,6.3
1716631200,2.7,9.5,9.7,9.5,8.9
1716634800,3.2,11.3,11.4,11.2,11
1716638400,3.8,12,12.5,12.2,11.7
1716642000,4.7,13.8,14.3,14,13.8
1716645600,4.7,15.8,17.1,17.1,16.8
1716649200,4.6,14.5,15.5,15.6,15.3
1716652800,4.2,14.9,16.6,16.7,16.5
1716656400,3.6,10.6,11.3,11.2,11.2
1716660000,2.7,7.6,8.5,8.7,8.6
1716663600,1.6,4,5.4,5.6,6
1716667200,1.1,3.2,5.6,5.8,6.1
1716670800,1,2.3,4,4.7,5.2
1716674400,1,2.2,4,4.6,5.5
1716678000,0.9,2.2,3.9,4.3,5
1716681600,0.9,5.5,8.1,9.1,10
1716685200,1.1,3.9,6.8,7.8,8.7
1716688800,0.7,3.8,7,8,9.4
1716692400,0.8,7,10.1,11.1,12.6
1716696000,0.8,6,8.9,9.9,11.4
1716699600,1.1,4.9,7.7,8.7,10.4
1716703200,2.8,3.1,5.2,6.5,7.2
1716706800,3.9,5.9,6.2,6.2,6.4
1716710400,5.4,6.1,6.4,6.4,6.1
1716714000,6.1,10.7,11.2,10.7,10.4
1716717600,7.2,10.9,11.2,10.9,10.6
1716721200,7.9,13.3,13.8,13.6,13.3
1716724800,7.9,16.8,17.8,17.8,17.6
1716728400,8.4,21.7,23.5,23.6,23.3
1716732000,7.4,18,19.7,19.9,19.8
1716735600,7.3,20.3,23,23.2,23.4
1716739200,5.7,11.4,12.3,12.4,12.6
1716742800,5.7,10,10.8,10.9,11
1716746400,5.2,8.1,8.9,8.9,9
1716750000,4.4,4.4,5.6,6.1,6.9
1716753600,4,1.8,4.1,5.1,6.1
1716757200,3.6,2.2,4.1,5.1,6.1
1716760800,3.4,1.6,2.3,3.3,4.8
1716764400,3,3.4,1,0.5,2.1
1716768000,2.5,4.1,1.8,2.2,3.1
1716771600,3.2,1,1.5,2.3,2.7
1716775200,2.8,6.9,6.4,4.1,2.1
1716778800,2.7,4.8,4.4,4.6,4.8
1716782400,2.6,9.8,13.2,13.4,13.6
1716786000,3,8,11.7,12.1,12.2
1716789600,3.4,7.5,9.5,10,10.5
1716793200,5,5.9,6.1,6.6,6.6
1716796800,5.5,8.8,9.6,9.7,9.9
1716800400,6.3,6.5,6.9,7,6.7
1716804000,5.9,8.6,9.1,8.9,8.4
1716807600,5.3,9.7,10,9.7,9.3
1716811200,4.7,9.4,10.1,10.5,10.5
1716814800,4.5,8.2,8.4,8.6,8.5
1716818400,3.6,7.7,8.1,7.7,7.8
1716822000,2.3,8.8,9.5,9.5,9.3
1716825600,2.7,3.6,4,4.1,4.5
1716829200,3.1,7.9,8.2,8.2,7.7
1716832800,3,6.6,7.3,7.5,7.7
1716836400,2.3,6.6,7.9,8.8,9.7
1716840000,2.2,7.6,9.8,10.7,11.7
1716843600,2,5.1,6.9,7.6,8.7
1716847200,1.9,4.6,5.9,6.1,6.9
1716850800,2,4.7,6,6.3,6.4
1716854400,0.9,3.9,5.6,5.6,6.3
1716858000,0.9,4.1,6,6.5,6.6
1716861600,0.6,1.8,4,4.4,5.2
1716865200,0.4,4.9,6.8,7.6,8.7
1716868800,0.2,1.3,4.8,6.1,7.6
1716872400,0.5,1.1,2.5,3.7,4.8
1716876000,2,3.3,3.7,4,4.7
1716879600,3.5,4.7,4.7,4.7,4.7
1716883200,4.2,7.9,7.9,7.8,7.4
1716886800,5.3,9,9.2,8.7,8.4
1716890400,6.4,9.7,9.7,9.2,9
1716894000,7.2,10.9,10.9,10.6,10.5
1716897600,7.8,11.5,11.7,11.5,11
1716901200,8.3,11.1,11.3,10.8,10.5
1716904800,8.3,12.1,12.3,12,11.8
1716908400,7.9,12.4,13.1,12.8,12.5
1716912000,7.3,10.7,11.2,10.9,10.6
1716915600,6.3,8.6,8.9,8.9,8.9
1716919200,5.3,6.1,6.5,6.5,6.5
1716922800,4.4,4.1,5.5,6.2,6.5
1716926400,3.6,5,5.2,5,5.6
1716930000,3.7,4.3,4.9,5.2,5.1
1716933600,3.7,4.9,4.7,4,3.9
1716937200,3.5,4.1,3.3,2.6,2.3
1716940800,2.8,5.4,4.2,3.6,3.5
1716944400,3.3,1,2.1,2.9,3.4
1716948000,2.7,3.4,0.7,1.1,2.1
1716951600,3,1,2.3,3.4,4.4
1716955200,2.7,1.8,3.1,3.8,5.1
1716958800,3,1.1,2.8,4.1,5.1
1716962400,3.8,2.9,2.6,1.3,0
1716966000,4.9,5.1,5.6,5.4,5.1
1716969600,6,4.3,4.1,3.8,3.8
1716973200,6.9,9.9,9.9,9.7,9.7
1716976800,6.9,12.2,12.7,12.5,12.2
1716980400,7.1,13.9,14.3,14.1,14
1716984000,6.3,14.6,15.5,15.5,15.3
1716987600,5.1,13.7,15.1,15.6,15.8
1716991200,4.5,15,17.1,17.4,17.7
1716994800,4.4,14.3,15.9,16.2,16.3
1716998400,4.3,13.2,14.1,14.3,14.1
1717002000,3.6,12.1,13,13.2,13.1
1717005600,3.5,8.8,9.7,9.4,9.8
1717009200,2.9,4.7,6.1,6.6,7.3
1717012800,2.8,2.2,4,5.2,6
1717016400,2.9,2.3,4.5,5.5,6.5
1717020000,3,1.1,3.1,4.8,6.1
1717023600,3.1,1.4,3.6,4.6,6.1
1717027200,3.4,8.2,10.7,11.7,13
1717030800,3.2,8.5,11,12.2,13.5
1717034400,2.7,6.1,8.4,9.4,10.7
1717038000,2.7,9.6,12.6,13.6,14.8
1717041600,2.9,8.7,11.5,12.5,14.1
1717045200,2.9,5.7,8,9.5,11
1717048800,2.9,9.9,11.5,12.3,13.1
1717052400,3.5,9.4,10.2,9.9,10.2
1717056000,3.9,9.2,9.7,9.7,9.7
1717059600,4.5,10.9,11.7,11.5,11.2
1717063200,4.7,15.3,16.6,16.8,16.9
1717066800,4.3,15.5,17.1,17.3,17.7
1717070400,5,16.3,18.1,18.1,18.1
1717074000,5.3,17.1,18.3,18.6,18.1
1717077600,5.7,17.3,19.1,19.2,19.2
1717081200,5.7,25.3,28.9,29.2,29.4
1717084800,5.2,26.5,31.2,32.2,32.9
1717088400,4.3,24.3,28.7,30.2,31.2
1717092000,3.4,18.3,21.5,22.5,23.7
1717095600,2.2,16.2,20.3,21.8,23.3
1717099200,1.6,15.4,19.6,20.7,22
1717102800,0.8,12.1,15.3,16.1,17.1
1717106400,0.3,11.9,15.3,16.6,17.9
1717110000,-0.5,9.5,12.9,13.7,15
1717113600,-1.1,10,13.2,14.5,15.9
1717117200,-1.8,10.9,14.1,15.2,16.6
1717120800,-2.4,7.9,10.8,12,12.7
1717124400,-2.9,11,14.5,16,17.5
1717128000,-3,9.4,13.1,14.4,15.7
1717131600,-3.2,7,9.4,11.1,12.7
1717135200,-2.1,9,10.5,11.2,12.7
1717138800,-0.8,13.5,14.6,14.9,15.2
1717142400,0.3,17.5,19.2,19.4,19.7
1717146000,1.2,14.7,15.5,15.3,15.3
1717149600,2.4,18.5,19.7,19.7,19.5
1717153200,3,19,20.5,20.3,20.4
1717156800,3,18.6,20,20.3,20.6
1717160400,3.5,29.1,33.8,34.4,35.1
1717164000,4.2,32.1,37.5,38.2,38.5
1717167600,4.1,30.3,35.8,36.9,37.3
1717171200,3.6,29.8,35.3,36.5,37.2
1717174800,2.9,24.3,29.5,30.7,31.8
1717178400,1.7,19.1,23.7,24.8,26
1717182000,0.5,13.5,18.4,19.7,21.1
1717185600,-0.4,8.4,13.1,14.3,15.9
1717189200,-0.8,4.4,8.1,9.5,11
1717192800,-0.9,0.4,1.8,3.3,5.1
1717196400,-1.8,6.1,4,3.4,4.2
1717200000,-0.7,1.9,3.6,4.6,5.5
1717203600,-1.3,4.8,3.5,2.9,1.8
1717207200,-1.1,5.5,3.8,2.8,1.5
1717210800,-1.5,5.7,4.2,3.2,2.3
1717214400,-1.6,8.1,7.7,6.1,5.2
1717218000,-0.7,8,9.5,8.2,7.1
1717221600,1.3,3.6,4.3,5.4,6.5
1717225200,2.9,3.5,4.1,4.5,4.8
1717228800,4.1,5.4,6.3,6.6,7.3
1717232400,5.3,7.2,8.1,8.5,9.1
1717236000,5.2,5.6,5.6,5.8,5.9
1717239600,4.1,8.2,8.4,8.4,8
1717243200,4.1,9.8,10.4,10.2,10.1
1717246800,1,7.7,7.6,7.6,7.2
1717250400,2.8,5,4.7,4.5,4.2
1717254000,1.2,7.9,8.4,8.4,8.6
1717257600,1.4,8.7,9.7,9.7,9.7
1717261200,1.3,5.4,5.5,5.5,5.6
1717264800,1.4,3.6,3.9,4.1,4.6
1717268400,1.1,3.4,4.2,4.6,4.8
1717272000,0.5,4.3,5.1,5.4,6.1
1717275600,0,8.4,10,9.7,9.7
1717279200,-0.1,10.2,12.2,12.2,12.4
1717282800,-0.3,9.8,11.6,11.7,11.6
1717286400,-0.4,10.9,13.9,14.8,15.3
1717290000,-0.4,11.6,15.2,16.5,17.1
1717293600,-0.5,10.2,13.4,14.4,15.1
1717297200,-0.6,9.2,12,12.6,13.3
1717300800,-0.7,9.9,12.7,13.3,14.1
1717304400,-0.1,7.7,10.1,10.7,11.4
1717308000,1.4,5.2,5.9,6.7,7.8
1717311600,2.6,9.2,10.6,10.9,11.6
1717315200,3.7,11.1,12.5,12.8,13.4
1717318800,4.4,8.3,9.4,9.5,9.8
1717322400,5.7,11,12.4,12.6,12.9
1717326000,6.2,8.8,8.9,9,8.9
1717329600,6.4,13.2,14,13.5,13.2
1717333200,6.2,11.5,12.2,12.2,11.9
1717336800,3.8,6.4,7.4,7.7,7.9
1717340400,3.8,16.6,19.6,20.1,20.3
1717344000,2.7,11.2,12.8,12.8,12.8
1717347600,2.2,9,10.1,10.1,10.1
